id_vaca;id_toro;id_cria;celulas_somaticas;produccion_leche;calidad_patas;calidad_ubres;grasa;proteinas;cs_vaca;pl_vaca;pa_vaca;u_vaca;g_vaca;pr_vaca;cs_toro;pl_toro;pa_toro;u_toro;g_toro;pr_toro
V-529;T-9;C-7438;424814.0;46.76;6.16;5.36;3.24;4.0;181074.0;28.71;5.74;5.49;3.28;3.58;1.21;0.8;6.51;5.35;0.25;0.14
V-425;T-14;C-7439;508487.0;77.89;7.97;3.5;3.56;3.48;290113.0;20.72;7.41;3.26;3.28;3.04;0.71;3.14;8.11;4.35;0.13;0.13
V-334;T-8;C-7440;178773.0;0.0;5.11;4.44;3.7;3.64;50000.0;20.41;3.04;6.9;3.56;3.28;2.96;-1.56;7.53;1.73;0.03;0.08
V-237;T-13;C-7441;116382.0;0.0;3.11;7.74;4.21;3.57;50000.0;12.85;1.96;8.93;3.82;3.44;1.15;-2.01;3.84;7.61;0.12;0.4
V-237;T-7;C-7442;50000.0;24.09;4.17;6.04;3.98;3.72;50000.0;12.85;1.96;8.93;3.82;3.44;-1.12;1.07;6.13;3.79;0.46;0.13
V-635;T-8;C-7443;1074392.0;0.0;8.18;4.41;2.5;2.8;300106.0;49.57;8.45;7.74;2.51;2.8;2.96;-1.56;7.53;1.73;0.03;0.08
V-156;T-9;C-7444;591997.0;136.38;6.62;3.51;3.72;3.26;259024.0;75.38;5.72;1.1;3.2;2.98;1.21;0.8;6.51;5.35;0.25;0.14
V-549;T-8;C-7445;2000000.0;0.0;6.63;5.4;4.03;3.43;478658.0;0.0;7.07;8.61;3.64;3.61;2.96;-1.56;7.53;1.73;0.03;0.08
V-88;T-11;C-7446;50000.0;299.1;6.24;6.05;4.05;3.5;132831.0;64.16;5.45;4.49;4.18;3.64;-0.75;3.81;6.49;8.09;-0.02;0.07
V-320;T-7;C-7447;50000.0;102.5;5.15;3.63;4.23;4.0;347264.0;49.49;5.18;3.69;3.5;3.78;-1.12;1.07;6.13;3.79;0.46;0.13
V-648;T-3;C-7448;896360.0;85.54;7.95;4.84;3.7;3.07;221164.0;34.42;6.61;1.68;3.52;3.16;2.74;1.31;8.27;7.23;0.26;0.13
V-218;T-6;C-7449;50000.0;0.0;5.35;7.28;3.38;2.99;118661.0;0.0;8.6;8.86;3.1;3.09;-1.81;3.91;1.76;5.19;0.06;0.16
V-173;T-14;C-7450;287242.0;127.73;5.58;5.9;4.97;2.8;173297.0;32.29;3.45;6.52;4.69;2.91;0.71;3.14;8.11;4.35;0.13;0.13
V-658;T-3;C-7451;1796996.0;45.35;6.44;7.85;4.01;3.38;497552.0;21.22;4.42;7.34;3.87;3.48;2.74;1.31;8.27;7.23;0.26;0.13
V-336;T-12;C-7452;85581.0;14.29;6.09;5.3;2.95;3.75;83742.0;41.47;3.48;3.5;3.2;3.4;0.12;-0.63;8.5;6.2;0.0;0.11
V-345;T-7;C-7453;50000.0;0.0;5.96;5.43;4.63;3.64;106020.0;0.0;5.41;6.79;3.92;3.75;-1.12;1.07;6.13;3.79;0.46;0.13
V-386;T-9;C-7454;509529.0;54.18;7.3;3.12;4.02;3.54;252579.0;32.58;7.53;1.35;3.45;3.46;1.21;0.8;6.51;5.35;0.25;0.14
V-461;T-4;C-7455;162372.0;11.3;7.27;3.44;4.42;2.81;240415.0;28.42;6.71;4.1;3.86;3.14;-0.29;-0.63;7.35;2.97;0.63;-0.05
V-212;T-2;C-7456;95609.0;0.0;4.0;1.7;3.74;4.0;228438.0;0.0;4.85;2.25;3.18;3.94;-0.55;1.58;3.15;1.45;0.32;0.02
V-489;T-8;C-7457;1045327.0;0.0;7.22;2.6;3.6;3.61;280760.0;52.89;7.09;3.29;3.56;3.61;2.96;-1.56;7.53;1.73;0.03;0.08
V-621;T-14;C-7458;302717.0;244.34;5.84;4.65;3.15;3.92;172228.0;61.17;4.03;4.69;3.05;3.73;0.71;3.14;8.11;4.35;0.13;0.13
V-280;T-15;C-7459;505338.0;74.75;8.34;3.71;3.67;3.94;403033.0;17.11;7.09;4.37;3.25;3.64;0.26;3.14;8.77;2.53;0.09;0.22
V-316;T-11;C-7460;50000.0;268.21;4.61;5.03;3.74;4.0;192100.0;53.42;3.54;1.65;3.83;3.84;-0.75;3.81;6.49;8.09;-0.02;0.07
V-264;T-12;C-7461;525435.0;8.14;6.59;5.41;4.48;3.56;505104.0;22.88;5.68;3.93;4.56;3.45;0.12;-0.63;8.5;6.2;0.0;0.11
V-493;T-10;C-7462;461090.0;42.27;3.31;5.35;3.77;4.0;349799.0;39.26;5.03;5.23;3.75;4.0;0.3;0.02;2.17;5.74;0.32;0.07
V-386;T-8;C-7463;1071479.0;0.0;7.06;1.63;3.22;3.35;252579.0;32.58;7.53;1.35;3.45;3.46;2.96;-1.56;7.53;1.73;0.03;0.08
V-199;T-4;C-7464;62397.0;9.92;7.63;6.01;4.38;3.45;82867.0;29.18;8.85;9.0;3.59;3.22;-0.29;-0.63;7.35;2.97;0.63;-0.05
V-175;T-6;C-7465;50000.0;196.56;1.75;3.67;4.2;4.0;420109.0;39.36;1.45;2.73;3.91;4.0;-1.81;3.91;1.76;5.19;0.06;0.16
V-2;T-2;C-7466;220965.0;92.09;4.88;2.19;3.32;3.8;478667.0;38.22;6.2;2.81;3.3;3.54;-0.55;1.58;3.15;1.45;0.32;0.02
V-376;T-8;C-7467;1540518.0;0.0;8.84;1.65;3.58;3.2;358729.0;0.0;8.68;1.66;3.38;3.17;2.96;-1.56;7.53;1.73;0.03;0.08
V-374;T-13;C-7468;867244.0;0.0;3.22;6.83;4.47;3.25;417557.0;0.0;2.18;5.16;4.53;2.8;1.15;-2.01;3.84;7.61;0.12;0.4
V-514;T-5;C-7469;50000.0;131.62;2.61;6.31;3.32;3.05;263937.0;51.77;3.07;4.36;3.18;2.8;-2.31;1.68;2.5;8.56;0.15;0.03
V-419;T-5;C-7470;50000.0;0.0;2.1;8.12;3.73;3.23;337735.0;0.0;1.83;8.13;3.86;3.04;-2.31;1.68;2.5;8.56;0.15;0.03
V-124;T-8;C-7471;1166226.0;0.0;5.3;4.73;3.29;3.44;297814.0;23.34;3.51;7.84;3.03;3.62;2.96;-1.56;7.53;1.73;0.03;0.08
V-547;T-10;C-7472;190489.0;0.0;3.61;3.19;3.64;3.11;161911.0;0.0;4.53;1.12;3.66;2.95;0.3;0.02;2.17;5.74;0.32;0.07
V-337;T-4;C-7473;96628.0;21.9;5.16;5.28;3.89;2.83;137704.0;60.51;4.03;6.71;3.2;2.96;-0.29;-0.63;7.35;2.97;0.63;-0.05
V-501;T-1;C-7474;487881.0;12.68;5.57;6.64;2.5;3.04;281120.0;66.99;6.68;7.14;2.5;3.1;0.63;-0.82;3.77;6.26;-0.05;0.11
V-584;T-13;C-7475;474132.0;0.0;5.62;4.81;2.85;4.0;228733.0;21.68;8.37;2.44;2.89;4.0;1.15;-2.01;3.84;7.61;0.12;0.4
V-643;T-6;C-7476;50000.0;301.31;1.55;3.79;3.11;3.86;50000.0;61.71;1.45;1.72;3.08;3.68;-1.81;3.91;1.76;5.19;0.06;0.16
V-157;T-7;C-7477;50000.0;88.47;5.9;2.82;3.71;4.0;50000.0;40.33;6.53;1.39;3.52;4.0;-1.12;1.07;6.13;3.79;0.46;0.13
V-100;T-13;C-7478;227795.0;0.0;5.08;6.68;3.56;3.5;101622.0;26.38;6.84;5.23;3.36;2.82;1.15;-2.01;3.84;7.61;0.12;0.4
V-176;T-11;C-7479;90246.0;315.94;4.19;5.22;4.09;3.96;354079.0;69.67;2.68;2.84;4.05;3.66;-0.75;3.81;6.49;8.09;-0.02;0.07
V-143;T-10;C-7480;93094.0;43.43;2.41;3.98;4.46;3.46;69923.0;43.77;3.09;1.61;3.95;3.59;0.3;0.02;2.17;5.74;0.32;0.07
V-328;T-5;C-7481;50000.0;122.13;3.9;7.4;3.16;3.02;172762.0;47.23;5.11;6.66;2.78;3.22;-2.31;1.68;2.5;8.56;0.15;0.03
V-28;T-1;C-7482;74410.0;4.26;5.27;6.18;3.6;3.22;50000.0;22.23;7.58;5.61;3.35;3.26;0.63;-0.82;3.77;6.26;-0.05;0.11
V-58;T-9;C-7483;99550.0;65.25;7.49;3.52;4.33;4.0;50000.0;35.2;7.59;1.48;4.38;3.91;1.21;0.8;6.51;5.35;0.25;0.14
V-443;T-14;C-7484;93677.0;168.74;5.27;5.71;3.55;4.0;50000.0;43.55;3.32;6.15;3.78;3.76;0.71;3.14;8.11;4.35;0.13;0.13
V-414;T-11;C-7485;50000.0;71.53;7.46;6.32;3.9;3.8;62199.0;14.99;8.43;5.54;3.65;4.0;-0.75;3.81;6.49;8.09;-0.02;0.07
V-211;T-7;C-7486;50000.0;120.31;4.02;4.47;3.41;3.68;376871.0;53.4;2.07;4.55;3.25;3.61;-1.12;1.07;6.13;3.79;0.46;0.13
V-576;T-9;C-7487;230207.0;13.07;6.83;4.75;3.63;3.58;107264.0;7.29;8.56;5.1;3.51;3.68;1.21;0.8;6.51;5.35;0.25;0.14
V-399;T-11;C-7488;50000.0;133.97;4.8;5.01;3.23;2.99;50000.0;30.19;3.79;1.58;3.55;3.07;-0.75;3.81;6.49;8.09;-0.02;0.07
V-364;T-7;C-7489;50000.0;15.9;3.57;3.33;4.19;3.56;259679.0;7.66;1.4;3.46;3.4;3.71;-1.12;1.07;6.13;3.79;0.46;0.13
V-280;T-10;C-7490;490489.0;15.83;4.44;5.35;3.26;3.7;403033.0;17.11;7.09;4.37;3.25;3.64;0.3;0.02;2.17;5.74;0.32;0.07
V-54;T-14;C-7491;83741.0;253.96;6.01;3.12;4.07;3.86;50000.0;59.93;3.02;2.11;4.37;3.7;0.71;3.14;8.11;4.35;0.13;0.13
V-307;T-10;C-7492;397739.0;19.23;4.7;3.85;2.98;3.11;295251.0;19.14;7.03;1.85;2.97;3.15;0.3;0.02;2.17;5.74;0.32;0.07
V-550;T-6;C-7493;50000.0;176.23;3.36;6.18;3.46;3.33;50000.0;32.79;5.06;6.68;3.53;3.19;-1.81;3.91;1.76;5.19;0.06;0.16
V-592;T-9;C-7494;101376.0;8.0;6.47;4.14;3.52;3.8;50000.0;4.33;6.27;3.21;3.56;3.69;1.21;0.8;6.51;5.35;0.25;0.14
V-55;T-5;C-7495;50000.0;117.14;3.26;6.93;4.16;3.38;98666.0;41.02;4.52;5.23;4.1;3.39;-2.31;1.68;2.5;8.56;0.15;0.03
V-362;T-12;C-7496;172800.0;12.32;6.96;7.0;3.5;3.14;154231.0;32.44;4.32;8.81;3.26;3.38;0.12;-0.63;8.5;6.2;0.0;0.11
V-306;T-3;C-7497;1700404.0;103.33;8.07;7.43;3.58;4.0;416527.0;40.77;7.64;7.9;3.11;3.99;2.74;1.31;8.27;7.23;0.26;0.13
V-89;T-9;C-7498;103171.0;72.86;5.31;5.16;3.56;3.79;50000.0;37.93;4.16;5.39;3.42;3.52;1.21;0.8;6.51;5.35;0.25;0.14
V-446;T-4;C-7499;54377.0;7.73;4.92;4.78;3.99;4.0;82253.0;20.1;1.79;7.44;3.43;4.0;-0.29;-0.63;7.35;2.97;0.63;-0.05
V-639;T-2;C-7500;83866.0;56.27;3.35;1.15;4.48;3.46;171834.0;21.97;3.83;1.08;4.32;3.43;-0.55;1.58;3.15;1.45;0.32;0.02
V-7;T-9;C-7501;102637.0;0.0;6.88;6.18;2.92;4.0;50000.0;0.0;7.31;7.27;2.99;4.0;1.21;0.8;6.51;5.35;0.25;0.14
V-160;T-9;C-7502;461020.0;71.49;7.98;5.76;3.61;4.0;203283.0;44.13;8.81;6.97;3.61;3.85;1.21;0.8;6.51;5.35;0.25;0.14
V-211;T-11;C-7503;101403.0;274.37;4.05;6.72;3.4;3.8;376871.0;53.4;2.07;4.55;3.25;3.61;-0.75;3.81;6.49;8.09;-0.02;0.07
V-548;T-8;C-7504;494144.0;0.0;7.53;4.93;3.23;4.0;138482.0;51.31;8.25;8.76;3.25;3.77;2.96;-1.56;7.53;1.73;0.03;0.08
V-130;T-2;C-7505;168233.0;247.96;2.82;2.34;3.57;3.95;381802.0;98.45;2.98;3.18;3.54;4.0;-0.55;1.58;3.15;1.45;0.32;0.02
V-293;T-13;C-7506;542402.0;0.0;2.87;5.75;3.71;4.0;229417.0;35.5;2.53;4.39;3.96;3.85;1.15;-2.01;3.84;7.61;0.12;0.4
V-618;T-12;C-7507;206251.0;14.11;7.77;4.17;4.1;3.15;177916.0;38.76;8.71;2.73;3.91;3.25;0.12;-0.63;8.5;6.2;0.0;0.11
V-587;T-11;C-7508;50000.0;86.07;5.92;4.99;3.77;3.21;93032.0;16.99;4.98;1.57;3.87;3.34;-0.75;3.81;6.49;8.09;-0.02;0.07
V-436;T-15;C-7509;130546.0;157.33;6.96;6.04;3.6;3.74;107897.0;37.55;5.33;8.82;3.72;3.42;0.26;3.14;8.77;2.53;0.09;0.22
V-165;T-6;C-7510;50000.0;23.16;1.49;5.4;2.88;3.82;58279.0;4.57;1.28;6.66;3.0;3.34;-1.81;3.91;1.76;5.19;0.06;0.16
V-537;T-14;C-7511;770472.0;87.1;6.21;2.69;3.29;3.99;471259.0;21.83;4.04;1.52;3.44;3.57;0.71;3.14;8.11;4.35;0.13;0.13
V-171;T-14;C-7512;825359.0;42.36;5.79;3.2;3.08;4.0;472355.0;10.72;4.7;1.86;3.17;3.82;0.71;3.14;8.11;4.35;0.13;0.13
V-551;T-5;C-7513;50000.0;173.33;2.23;8.18;3.84;3.78;50000.0;59.61;2.4;6.71;3.79;3.89;-2.31;1.68;2.5;8.56;0.15;0.03
V-5;T-8;C-7514;673131.0;0.0;5.92;3.14;2.7;3.73;173622.0;24.23;4.52;4.74;2.58;3.84;2.96;-1.56;7.53;1.73;0.03;0.08
V-551;T-5;C-7515;50000.0;168.4;2.39;7.94;3.57;3.98;50000.0;59.61;2.4;6.71;3.79;3.89;-2.31;1.68;2.5;8.56;0.15;0.03
V-95;T-7;C-7516;50000.0;50.64;5.5;3.54;4.18;3.78;267491.0;22.4;4.58;2.83;3.47;4.0;-1.12;1.07;6.13;3.79;0.46;0.13
V-366;T-1;C-7517;263967.0;3.66;4.06;6.05;4.21;4.0;166161.0;20.5;3.81;5.17;3.9;3.92;0.63;-0.82;3.77;6.26;-0.05;0.11
V-661;T-11;C-7518;138339.0;0.0;6.5;4.95;4.47;3.34;591714.0;0.0;6.78;2.11;4.11;3.47;-0.75;3.81;6.49;8.09;-0.02;0.07
V-586;T-2;C-7519;56035.0;149.56;3.83;1.65;3.51;2.84;117849.0;54.4;4.09;2.19;3.38;2.99;-0.55;1.58;3.15;1.45;0.32;0.02
V-55;T-4;C-7520;73996.0;14.29;6.26;3.83;4.61;3.23;98666.0;41.02;4.52;5.23;4.1;3.39;-0.29;-0.63;7.35;2.97;0.63;-0.05
V-187;T-10;C-7521;64975.0;31.51;2.71;7.54;3.58;4.0;50000.0;28.12;2.92;8.62;3.64;3.77;0.3;0.02;2.17;5.74;0.32;0.07
V-237;T-12;C-7522;51582.0;4.72;5.34;7.91;3.5;3.56;50000.0;12.85;1.96;8.93;3.82;3.44;0.12;-0.63;8.5;6.2;0.0;0.11
V-219;T-7;C-7523;50000.0;24.74;6.83;3.49;3.37;3.38;146552.0;12.06;7.51;2.58;3.07;3.25;-1.12;1.07;6.13;3.79;0.46;0.13
V-432;T-4;C-7524;199218.0;1.83;4.88;2.72;3.23;3.71;299968.0;5.24;3.09;2.34;2.71;3.75;-0.29;-0.63;7.35;2.97;0.63;-0.05
V-600;T-5;C-7525;50000.0;112.14;4.34;6.85;3.48;3.13;320216.0;38.63;6.73;6.5;3.47;2.99;-2.31;1.68;2.5;8.56;0.15;0.03
V-99;T-9;C-7526;1094637.0;0.0;5.14;4.9;3.51;3.96;484074.0;0.0;3.42;3.77;3.17;4.0;1.21;0.8;6.51;5.35;0.25;0.14
V-136;T-1;C-7527;222439.0;2.22;2.68;6.5;3.78;3.78;132431.0;11.96;2.08;7.02;3.49;3.7;0.63;-0.82;3.77;6.26;-0.05;0.11
V-482;T-15;C-7528;64563.0;249.11;5.99;4.46;3.58;3.78;50000.0;58.05;4.07;6.82;3.41;3.31;0.26;3.14;8.77;2.53;0.09;0.22
V-39;T-15;C-7529;366348.0;9.74;6.58;4.56;2.91;4.0;293690.0;2.53;5.41;7.27;3.08;3.66;0.26;3.14;8.77;2.53;0.09;0.22
V-490;T-14;C-7530;189054.0;128.01;7.72;5.06;4.69;3.91;119599.0;28.99;7.15;6.37;4.14;3.46;0.71;3.14;8.11;4.35;0.13;0.13
V-390;T-1;C-7531;252550.0;6.82;3.9;6.89;3.66;3.39;152274.0;39.42;3.93;6.86;3.55;3.65;0.63;-0.82;3.77;6.26;-0.05;0.11
V-163;T-6;C-7532;50000.0;128.72;4.48;7.04;3.33;3.43;177068.0;26.16;6.51;8.24;3.64;3.17;-1.81;3.91;1.76;5.19;0.06;0.16
V-110;T-2;C-7533;50000.0;140.63;2.17;2.14;4.25;3.8;50000.0;51.03;1.45;3.07;3.79;4.0;-0.55;1.58;3.15;1.45;0.32;0.02
V-253;T-10;C-7534;104835.0;17.7;4.82;6.23;4.15;2.95;73775.0;17.84;8.28;6.62;4.11;3.1;0.3;0.02;2.17;5.74;0.32;0.07
V-545;T-3;C-7535;617424.0;91.59;6.36;4.7;3.73;3.31;167594.0;40.63;4.3;2.89;3.77;3.12;2.74;1.31;8.27;7.23;0.26;0.13
V-547;T-3;C-7536;633798.0;0.0;5.97;4.52;3.9;2.8;161911.0;0.0;4.53;1.12;3.66;2.95;2.74;1.31;8.27;7.23;0.26;0.13
V-297;T-12;C-7537;299015.0;26.34;7.96;6.64;3.05;3.91;283744.0;64.74;6.22;8.45;3.3;3.92;0.12;-0.63;8.5;6.2;0.0;0.11
V-14;T-4;C-7538;106691.0;6.32;4.77;4.01;4.19;3.74;142108.0;16.63;3.07;5.46;3.71;3.65;-0.29;-0.63;7.35;2.97;0.63;-0.05
V-485;T-5;C-7539;50000.0;82.45;4.22;7.05;2.84;2.96;469802.0;33.25;5.51;6.29;2.87;2.84;-2.31;1.68;2.5;8.56;0.15;0.03
V-79;T-2;C-7540;142512.0;53.35;2.44;1.66;4.13;2.8;345827.0;21.82;1.97;2.17;3.82;2.8;-0.55;1.58;3.15;1.45;0.32;0.02
V-567;T-11;C-7541;50000.0;89.79;5.15;5.39;3.62;3.21;50000.0;17.51;3.96;1.73;3.67;3.47;-0.75;3.81;6.49;8.09;-0.02;0.07
V-535;T-9;C-7542;216594.0;52.29;3.62;3.46;3.66;3.71;97131.0;27.92;1.51;1.28;3.24;3.38;1.21;0.8;6.51;5.35;0.25;0.14
V-1;T-8;C-7543;950243.0;0.0;4.93;2.96;3.36;4.0;257466.0;24.96;1.6;3.83;3.49;4.0;2.96;-1.56;7.53;1.73;0.03;0.08
V-400;T-1;C-7544;338728.0;7.46;3.63;6.51;2.78;3.51;202839.0;39.47;3.83;7.93;2.88;3.11;0.63;-0.82;3.77;6.26;-0.05;0.11
V-408;T-4;C-7545;293114.0;12.89;7.31;6.24;3.81;3.7;381278.0;38.64;7.63;8.61;2.99;3.81;-0.29;-0.63;7.35;2.97;0.63;-0.05
V-330;T-7;C-7546;50000.0;41.17;7.17;3.0;3.22;3.21;50000.0;19.04;7.38;2.2;2.67;3.14;-1.12;1.07;6.13;3.79;0.46;0.13
V-564;T-11;C-7547;51837.0;250.42;6.52;4.19;4.01;4.0;221090.0;48.28;6.2;1.18;3.84;3.65;-0.75;3.81;6.49;8.09;-0.02;0.07
V-286;T-15;C-7548;443476.0;99.12;6.08;3.36;3.12;3.71;325453.0;23.71;2.91;4.72;3.22;3.34;0.26;3.14;8.77;2.53;0.09;0.22
V-395;T-5;C-7549;50000.0;101.46;4.73;7.33;4.01;2.92;136368.0;37.76;7.23;5.43;3.76;3.16;-2.31;1.68;2.5;8.56;0.15;0.03
V-95;T-2;C-7550;130396.0;55.72;3.5;2.16;3.7;3.84;267491.0;22.4;4.58;2.83;3.47;4.0;-0.55;1.58;3.15;1.45;0.32;0.02
V-225;T-1;C-7551;482226.0;5.05;3.55;7.7;2.78;4.0;308134.0;30.2;3.15;8.16;3.07;3.76;0.63;-0.82;3.77;6.26;-0.05;0.11
V-167;T-1;C-7552;271012.0;7.37;5.03;5.12;3.68;4.0;177862.0;41.02;6.97;3.27;4.0;4.0;0.63;-0.82;3.77;6.26;-0.05;0.11
V-578;T-1;C-7553;468565.0;7.95;6.4;3.75;2.95;4.0;275924.0;40.36;8.94;1.47;2.97;3.83;0.63;-0.82;3.77;6.26;-0.05;0.11
V-301;T-13;C-7554;191061.0;0.0;2.53;6.09;3.96;4.0;87443.0;26.44;1.59;4.76;3.58;4.0;1.15;-2.01;3.84;7.61;0.12;0.4
V-457;T-14;C-7555;459735.0;0.0;7.2;4.96;3.36;3.86;290495.0;0.0;5.5;6.28;3.31;3.71;0.71;3.14;8.11;4.35;0.13;0.13
V-596;T-15;C-7556;67517.0;174.23;6.84;5.61;3.71;3.91;50000.0;42.08;6.23;8.17;3.57;3.8;0.26;3.14;8.77;2.53;0.09;0.22
V-122;T-9;C-7557;399143.0;33.47;6.92;6.74;4.4;3.83;168923.0;18.15;7.8;7.05;3.97;3.47;1.21;0.8;6.51;5.35;0.25;0.14
V-163;T-7;C-7558;50000.0;52.46;6.91;6.39;4.18;3.26;177068.0;26.16;6.51;8.24;3.64;3.17;-1.12;1.07;6.13;3.79;0.46;0.13
V-420;T-14;C-7559;636582.0;48.76;8.52;4.67;3.72;4.0;364327.0;11.06;7.76;5.74;3.47;3.87;0.71;3.14;8.11;4.35;0.13;0.13
V-250;T-1;C-7560;741042.0;3.73;5.26;6.98;3.01;3.75;465278.0;20.3;7.84;8.14;3.04;3.38;0.63;-0.82;3.77;6.26;-0.05;0.11
V-132;T-13;C-7561;177780.0;0.0;6.44;6.69;3.3;3.93;77356.0;16.12;8.17;5.48;3.39;3.5;1.15;-2.01;3.84;7.61;0.12;0.4
V-584;T-1;C-7562;356054.0;3.9;6.56;3.97;3.01;4.0;228733.0;21.68;8.37;2.44;2.89;4.0;0.63;-0.82;3.77;6.26;-0.05;0.11
V-509;T-3;C-7563;1392610.0;82.38;5.15;6.8;4.73;4.0;396437.0;32.68;1.14;5.82;4.23;3.9;2.74;1.31;8.27;7.23;0.26;0.13
V-26;T-5;C-7564;50000.0;43.33;1.9;4.99;4.14;3.58;211084.0;17.52;1.34;1.69;3.62;3.77;-2.31;1.68;2.5;8.56;0.15;0.03
V-430;T-6;C-7565;50000.0;162.53;3.94;5.44;3.45;3.17;236728.0;31.57;5.4;6.08;3.7;3.02;-1.81;3.91;1.76;5.19;0.06;0.16
V-55;T-6;C-7566;50000.0;181.94;2.9;5.01;4.47;3.41;98666.0;41.02;4.52;5.23;4.1;3.39;-1.81;3.91;1.76;5.19;0.06;0.16
V-358;T-9;C-7567;102839.0;87.93;5.9;3.44;3.84;3.63;50000.0;47.97;5.29;1.03;3.59;3.59;1.21;0.8;6.51;5.35;0.25;0.14
V-562;T-7;C-7568;50000.0;8.33;6.56;2.96;4.77;4.0;241733.0;4.14;7.36;2.78;4.0;4.0;-1.12;1.07;6.13;3.79;0.46;0.13
V-357;T-7;C-7569;50000.0;3.0;6.9;5.54;4.52;3.83;162466.0;1.4;7.5;7.36;3.89;3.84;-1.12;1.07;6.13;3.79;0.46;0.13
V-406;T-11;C-7570;79418.0;301.5;6.21;5.87;4.21;2.8;307097.0;63.74;5.75;3.5;4.08;2.8;-0.75;3.81;6.49;8.09;-0.02;0.07
V-112;T-5;C-7571;50000.0;0.0;3.68;5.38;3.69;3.64;79112.0;0.0;4.25;2.73;3.81;3.87;-2.31;1.68;2.5;8.56;0.15;0.03
V-376;T-1;C-7572;632358.0;0.0;5.77;3.91;3.16;2.99;358729.0;0.0;8.68;1.66;3.38;3.17;0.63;-0.82;3.77;6.26;-0.05;0.11
V-126;T-1;C-7573;351091.0;9.18;2.97;7.03;2.68;3.54;198093.0;47.47;1.96;6.54;2.95;3.3;0.63;-0.82;3.77;6.26;-0.05;0.11
V-528;T-8;C-7574;549839.0;0.0;7.74;3.86;3.55;3.53;131757.0;87.02;6.71;5.93;3.53;3.38;2.96;-1.56;7.53;1.73;0.03;0.08
V-134;T-3;C-7575;178299.0;29.83;8.52;5.44;3.81;3.7;50000.0;13.49;7.29;4.07;3.35;3.55;2.74;1.31;8.27;7.23;0.26;0.13
V-239;T-10;C-7576;901110.0;24.89;2.74;6.28;4.31;3.34;640892.0;22.28;3.14;5.77;3.71;3.53;0.3;0.02;2.17;5.74;0.32;0.07
V-577;T-11;C-7577;69191.0;100.99;5.3;8.59;3.15;4.0;285106.0;20.99;5.06;8.84;3.19;3.92;-0.75;3.81;6.49;8.09;-0.02;0.07
V-115;T-15;C-7578;251860.0;246.7;6.66;4.15;3.13;3.75;189200.0;59.18;5.27;5.37;2.86;3.79;0.26;3.14;8.77;2.53;0.09;0.22
V-601;T-12;C-7579;240302.0;8.99;7.46;3.74;4.31;3.11;229948.0;26.32;7.34;1.73;4.12;3.12;0.12;-0.63;8.5;6.2;0.0;0.11
V-513;T-12;C-7580;353440.0;13.72;7.38;3.76;2.5;3.47;320637.0;36.31;6.15;1.72;2.5;3.21;0.12;-0.63;8.5;6.2;0.0;0.11
V-293;T-1;C-7581;367808.0;5.98;3.41;5.01;3.91;3.75;229417.0;35.5;2.53;4.39;3.96;3.85;0.63;-0.82;3.77;6.26;-0.05;0.11
V-334;T-15;C-7582;65252.0;78.19;5.63;4.45;3.79;3.77;50000.0;20.41;3.04;6.9;3.56;3.28;0.26;3.14;8.77;2.53;0.09;0.22
V-389;T-13;C-7583;404356.0;0.0;2.58;6.7;3.76;3.97;194514.0;82.65;1.09;5.6;3.68;3.39;1.15;-2.01;3.84;7.61;0.12;0.4
V-9;T-9;C-7584;116088.0;27.53;4.46;5.13;3.57;3.61;50000.0;16.0;2.18;5.79;3.58;3.41;1.21;0.8;6.51;5.35;0.25;0.14
V-458;T-6;C-7585;50000.0;334.71;3.27;3.53;3.96;2.82;203430.0;67.49;4.34;2.42;3.67;2.96;-1.81;3.91;1.76;5.19;0.06;0.16
V-192;T-2;C-7586;83081.0;104.51;4.43;4.34;3.32;3.33;202201.0;39.29;5.8;6.64;3.25;3.24;-0.55;1.58;3.15;1.45;0.32;0.02
V-434;T-9;C-7587;100013.0;101.28;4.57;6.24;3.71;3.64;50000.0;51.8;2.87;6.65;3.43;3.7;1.21;0.8;6.51;5.35;0.25;0.14
V-511;T-3;C-7588;315997.0;81.77;5.12;4.61;3.68;3.3;79851.0;35.42;1.86;1.82;3.62;3.19;2.74;1.31;8.27;7.23;0.26;0.13
V-209;T-5;C-7589;50000.0;60.28;3.28;7.61;4.58;3.89;141523.0;22.33;3.49;6.97;4.28;4.0;-2.31;1.68;2.5;8.56;0.15;0.03
V-88;T-12;C-7590;151178.0;24.88;7.27;5.88;4.55;3.67;132831.0;64.16;5.45;4.49;4.18;3.64;0.12;-0.63;8.5;6.2;0.0;0.11
V-285;T-4;C-7591;211962.0;17.58;5.74;4.2;3.23;3.47;286612.0;47.0;4.27;5.33;2.81;3.79;-0.29;-0.63;7.35;2.97;0.63;-0.05
V-590;T-11;C-7592;50000.0;154.6;5.79;5.7;3.8;3.32;139699.0;30.16;4.38;3.28;3.97;3.44;-0.75;3.81;6.49;8.09;-0.02;0.07
V-326;T-12;C-7593;599303.0;11.87;5.64;4.64;3.54;3.49;510303.0;30.48;3.01;3.19;3.54;3.29;0.12;-0.63;8.5;6.2;0.0;0.11
V-346;T-14;C-7594;310012.0;173.63;7.14;4.04;3.04;3.54;180707.0;43.76;5.7;4.18;3.01;3.63;0.71;3.14;8.11;4.35;0.13;0.13
